file path,copyright
fossology-01-07-2021/src/lib/cpp/libfossologyCPP.hpp,"Copyright (C) 2013-2014, Siemens AG"
fossology-01-07-2021/src/lib/php/View/PagedResult.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/UrlBuilderTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/View/test/HighlightRendererTest.php,"Copyright (C) 2014-2015, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/HighlightProcessorTest.php,"Copyright (C) 2014-2015, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/PagedHexResultTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/PagedTextResultTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/PagedResultTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/HighlightStateTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/test/TextRendererTest.php,"Copyright (C) 2014-2015, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/UrlBuilder.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/View/TextRenderer.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/HighlightRenderer.php,"Copyright (C) 2014-2015, Siemens AG Authors: Andreas Würl, Daniele Fognini"
fossology-01-07-2021/src/lib/php/View/PagedHexResult.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/HighlightState.php,"Copyright (C) 2014-2015, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/PagedTextResult.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/View/HighlightProcessor.php,"Copyright (C) 2014, Siemens AG Authors: Andreas Würl, Steffen Weber"
fossology-01-07-2021/src/lib/php/bootstrap.php.in,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-tags.php,"Copyright (C) 2010-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-dir.php,"Copyright (C) 2008-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Exception.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-compare.php,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Html/LinkElement.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Html/test/LinkElementTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Html/test/SimpleElementTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Html/HtmlElement.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Html/SimpleHtmlElement.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-perms.php,"Copyright (C) 2011-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/BusinessRules/test/AgentLicenseEventProcessorTest.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/BusinessRules/test/ClearingEventProcessorTest.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/BusinessRules/test/ClearingDecisionFilterTest.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/BusinessRules/AgentLicenseEventProcessor.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/BusinessRules/ClearingEventProcessor.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-cache.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Application/test/UserInfoTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Application/ObligationCsvExport.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/lib/php/Application/UserInfo.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Text/Converter.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Text/EncodingConverter.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Text/tests/EncodingConverterTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-scheduler.php,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Db/Driver.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl, Steffen Weber"
fossology-01-07-2021/src/lib/php/Db/test/ModernDbManagerTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Db/test/DbManagerTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Db/test/SolidDbManagerTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Db/ModernDbManager.php,"Copyright (C) 2014, Siemens AG Authors: Steffen Weber, Andreas Würl"
fossology-01-07-2021/src/lib/php/Db/Driver/SqliteE.php,"Copyright (C) 2014-2015, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/Db/Driver/Postgres.php,"Copyright (C) 2014, Siemens AG Authors: Steffen Weber, Andreas Würl"
fossology-01-07-2021/src/lib/php/Db/SolidDbManager.php,"Copyright (C) 2014, Siemens AG Authors: Steffen Weber, Andreas Würl"
fossology-01-07-2021/src/lib/php/Proxy/ScanJobProxy.php,"Copyright (C) 2014, 2015 Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/LatestScannerProxy.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/DbViewProxy.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/LicenseViewProxy.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/test/ScanJobProxyTest.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/test/LicenseViewProxyTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/test/LatestScannerProxyTest.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/test/UploadBrowseProxyTest.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/test/DbViewProxyTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/test/UploadTreeViewProxyTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Proxy/UploadTreeViewProxy.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-agents.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-agents.php,Copyright (C) 2018 Siemens AG
fossology-01-07-2021/src/lib/php/common-cli.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-cli.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/php/Agent/Agent.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Report/BulkMatchesGetter.php,"Copyright (C) 2014-2017, Siemens AG Author: Daniele Fognini"
fossology-01-07-2021/src/lib/php/Report/OtherGetter.php,"Copyright (C) 2017, Siemens AG Author: Anuapm Ghosh"
fossology-01-07-2021/src/lib/php/common-buckets.php,"Copyright (C) 2010-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-repo.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-pkg.php,"Copyright (C) 2010-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Dao/test/FolderDaoTest.php,"Copyright (C) 2014-2017, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/Dao/test/ShowJobsDaoTest.php,"Copyright (C) 2015, Siemens AG Author: Johannes Najjar, anupam.ghosh@siemens.com, Shaheem Azmal"
fossology-01-07-2021/src/lib/php/Dao/test/UploadPermissionDaoTest.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Dao/test/UserDaoTest.php,"Copyright (C) 2014-2015, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/Dao/test/ClearingDaoTest.php,"Copyright (C) 2014-2015, Siemens AG Author: Andreas Würl, Johannes Najjar"
fossology-01-07-2021/src/lib/php/Dao/test/AgentDaoTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Dao/AgentDao.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Dao/AgentDao.php,"Copyright (C) 2014, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/lib/php/Dao/JobDao.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/php/Dao/PackageDao.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-plugin.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/UI/MenuRenderer.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/php/UI/FolderNav.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/php/UI/test/FolderNavTest.php,"Copyright (C) 2015, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/UI/template/include/macros.html.twig,Copyright (C) 2014-2017 Siemens AG
fossology-01-07-2021/src/lib/php/UI/template/components/select-folder.html.twig,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/lib/php/UI/MenuHook.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/php/common-db.php,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-db.php,"Copyright (C) 2017, Siemens AG"
fossology-01-07-2021/src/lib/php/Makefile,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-string.php,"Copyright (C) 2014 Siemens AG Author: D.Fognini, S. Weber, J.Najjar"
fossology-01-07-2021/src/lib/php/Exceptions/DuplicateTokenNameException.php,"Copyright (C) 2019, Siemens AG"
fossology-01-07-2021/src/lib/php/Exceptions/DuplicateTokenKeyException.php,"Copyright (C) 2019, Siemens AG"
fossology-01-07-2021/src/lib/php/Util/DataTablesUtility.php,Copyright (C) 2014 Siemens AG Author: J.Najjar
fossology-01-07-2021/src/lib/php/Util/CopyrightLister.php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Util/CopyrightLister.php,Copyright (C) 2014-2015 Siemens AG
fossology-01-07-2021/src/lib/php/Util/test/ArrayOperationTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Util/test/TimingLoggerTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Util/TimingLogger.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Util/ArrayOperation.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-parm.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/common-active.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Data/UploadStatus.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Folder/Folder.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Folder/test/FolderTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/DecisionScopes.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Upload/test/UploadTest.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Upload/UploadProgress.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Upload/Upload.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Package/test/PackageTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Package/Package.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/test/LicenseTest.php,"Copyright (C) 2014, Siemens AG Authors: Johannes Najjar, Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/test/TextFragmentTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/test/HighlightTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/test/LicenseMatchTest.php,"Copyright (C) 2014-2015, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/lib/php/Data/test/AgentRefTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/test/DecisionTypesTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/test/ClearingDecisionBuilderTest.php,"Copyright (C) 2014-2018, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/lib/php/Data/test/LicenseRefTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/test/DecisionScopesTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/TextFragment.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/ClearingDecisionBuilder.php,"Copyright (C) 2014-2018, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/lib/php/Data/License.php,"Copyright (C) 2014, Siemens AG Authors: Johannes Najjar, Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/Tree/test/ItemTest.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/Tree/test/ItemTreeBoundsTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Tree/ItemTreeBounds.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/Tree/Item.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/test/ClearingEventTypesTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/test/AgentClearingEventTest.php,"Copyright (C) 2014-2018, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/test/ClearingEventTest.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/test/ClearingResultTest.php,"Copyright (C) 2014-2018, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/ClearingLicense.php,"Copyright (C) 2014-2018, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/ClearingResult.php,"Copyright (C) 2014-2018, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/ClearingEvent.php,"Copyright (C) 2014-2018, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/ClearingEventTypes.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/ClearingEventBuilder.php,"Copyright (C) 2014-2018, Siemens AG Author: J.Najjar"
fossology-01-07-2021/src/lib/php/Data/Clearing/AgentClearingEvent.php,"Copyright (C) 2014-2018, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/Clearing/LicenseClearing.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/LicenseMatch.php,"Copyright (C) 2014-2015, Siemens AG Authors: Andreas Würl, Daniele Fognini"
fossology-01-07-2021/src/lib/php/Data/SplitPosition.php,"Copyright (C) 2014, Siemens AG Author: Andreas Würl"
fossology-01-07-2021/src/lib/php/Data/JobStatus.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Data/LicenseRef.php,"Copyright (C) 2014, Siemens AG Author: Johannes Najjar"
fossology-01-07-2021/src/lib/php/Data/Types.php,Copyright (C) 2014 Siemens AG Author: J.Najjar
fossology-01-07-2021/src/lib/php/tests/test_common_cli.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_cache.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_ui.php,"Copyright (C) 2014, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/tests/test_common_active.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_pkg.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/Makefile,"Copyright (C) 2011-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_sysconfig.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_dir.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_license_file.php,"Copyright (C) 2011-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_parm.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/tests/test_common_menu.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/php/Plugin/test/DefaultPluginTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Plugin/Plugin.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Plugin/AgentPlugin.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Test/test/ReflectoryTest.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Test/test/TestPgDbTest.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/Test/test/TestLiteDbTest.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Test/TestLiteDb.php,"Copyright (C) 2014-2015, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/Test/Reflectory.php,"Copyright (C) 2015, Siemens AG Author: Steffen Weber"
fossology-01-07-2021/src/lib/php/Test/TestInstaller.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/Test/EnumMapTestBase.php,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/php/common-container.php,"Copyright (C) 2015, Siemens AG"
fossology-01-07-2021/src/lib/php/common-menu.php,"Copyright (C) 2008-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/Makefile,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossology.h,"Copyright (C) 2010-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossrepo.h,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/fossconfigTest.c,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/sqlCopy.h,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossscheduler.c,"Copyright (C) 2010-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossscheduler.c,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/c/repcopyin.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/reppath.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/fossconfig.h,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/repwrite.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/repmmapcheck.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossrepo.c,"Copyright (C) 2007-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/Makefile,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/Makefile,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/c/rephost.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/repexist.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossdb.h,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/tests/test_libfossdbmanager.c,"Copyright (C) 2014, Siemens AG"
fossology-01-07-2021/src/lib/c/tests/test_libfossdb.c,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/tests/testClib.php,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/src/lib/c/tests/testlibs.c,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/tests/test_fossscheduler.c,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/tests/Makefile,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/tests/test_fossconfig.c,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/fossconfig.c,"Copyright (C) 2011-2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossscheduler.h,"Copyright (C) 2010 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossscheduler.h,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/src/lib/c/sqlCopyTest.c,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/repcat.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/repremove.c,"Copyright (C) 2007-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/src/lib/c/libfossdbmanager.c,"Copyright (C) 2014-2015, Siemens AG"
fossology-01-07-2021/pbconf/fossology/deb/copyright,"Copyright (C) 2007-2012 HP Development Company, L.P. and others."
fossology-01-07-2021/pbconf/fossology/deb/copyright,"Copyright (C) 2007-2012 HP Development Company, L.P."
fossology-01-07-2021/pbconf/fossology/deb/copyright,"Copyright (C) 2008, Matt Taggart <taggart@debian.org>"
fossology-01-07-2021/pbconf/fossology/deb/copyright,Copyright (C) 2008-2012 HP Development Company
fossology-01-07-2021/pbconf/fossology/deb/copyright,"Copyright (C) 2017 Michael C. Jaeger, mcj@mcj.de"
fossology-01-07-2021/utils/unique.php,"Copyright (C) 2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/fedora/get-fsrc.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/runBuild_v2.0.php,"Copyright (C) 2011-2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/parse_license.php,"Copyright (C) 2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/deploy-pages.sh,Copyright (C) 2018 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/utils/fo_merge,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/preprocess_php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/wrapGFM,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/get-projects.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/mktop1k.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/diffm.pod,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/get-projects.pod,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/diffm.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/Makefile,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/mk_fmdirs.php,"Copyright (C) 2007 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/freshmeat/trac.php,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/cunit-version,Copyright (C) 2018 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/utils/backup/fo-backup,"Copyright (C) 2009 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/backup/S3/after,Copyright (C) Siemens AG 2017
fossology-01-07-2021/utils/backup/S3/before,Copyright (C) Siemens AG 2017
fossology-01-07-2021/utils/backup/S3/install,Copyright (C) Siemens AG 2017
fossology-01-07-2021/utils/backup/fo-restore,"Copyright (C) 2009 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/backup/fo-restore.php,"Copyright (C) 2009 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/install_composer.sh,Copyright (C) 2017 Maximilian Huber
fossology-01-07-2021/utils/install_composer.sh,Copyright (C) 2017 Siemens AG based on documentation found at https://getcomposer.org/doc/faqs/how-to-install-composer-programmatically.md
fossology-01-07-2021/utils/list_license.php,"Copyright (C) 2013-2014 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/utils/preprocess,"Copyright (C) 2008 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/fossology_doxygen.conf,Copyright (C) 2018 Siemens AG
fossology-01-07-2021/Vagrantfile,"Copyright (C) Siemens AG, 2014"
fossology-01-07-2021/Makefile,"Copyright (C) 2008-2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/install/easy-install,Copyright (C) Siemens AG 2017
fossology-01-07-2021/install/fossinit-common.php,Copyright (C) 2019 Siemens AG Author: Gaurav Mishra <mishra.gaurav@siemens.com>
fossology-01-07-2021/install/fo_dbcheck.php,"Copyright (C) 2011 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/install/db/migratetest.php,"Copyright (C) 2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/install/db/migratetest.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/install/db/dbmigrate_multiple_copyright_decisions.php,Copyright (C) 2017 Siemens AG
fossology-01-07-2021/install/db/export_license_ref.php,"Copyright (C) 2013 Hewlett-Packard Development Company, L.P."
fossology-01-07-2021/install/db/dbmigrate_clearing-event.php,Copyright (C) 2015 Siemens AG
fossology-01-07-2021/install/db/dbmigrate_1.4-2.0.php,"Copyright (C) 2012 Hewlett-Packard Development Company, L.P."
